Date,Open,High,Low,Close,Adj Close,Volume
2019-05-20,164.440002,164.570007,160.020004,160.649994,160.649994,33413800
2019-05-21,163.160004,165.589996,162.520004,163.429993,163.429993,22006100
2019-05-22,162.410004,162.820007,158.070007,158.830002,158.830002,25831200
2019-05-23,155.449997,158.479996,154.410004,156.000000,156.000000,26891900
2019-05-24,157.615005,158.429993,154.899994,155.000000,155.000000,21489700
2019-05-28,156.399994,157.070007,153.220001,154.809998,154.809998,38603000
2019-05-29,153.580002,154.384995,150.710007,152.479996,152.479996,30073100
2019-05-30,152.360001,153.369995,150.250000,151.070007,151.070007,17344700
2019-05-31,149.630005,150.679993,147.949997,149.259995,149.259995,26881200
2019-06-03,149.600006,151.770004,148.845001,149.910004,149.910004,25254400
2019-06-04,151.559998,155.199997,150.639999,154.149994,154.149994,27417200
2019-06-05,155.169998,156.110001,149.309998,151.649994,151.649994,23208600
2019-06-06,152.000000,152.699997,150.570007,151.500000,151.500000,15763000
2019-06-07,152.949997,155.690002,152.214005,154.229996,154.229996,17817800
2019-06-10,158.779999,161.979996,157.399994,159.850006,159.850006,36473300
2019-06-11,164.199997,165.679993,161.925003,162.649994,162.649994,23408400
2019-06-12,160.470001,161.699997,158.809998,160.039993,160.039993,16312300
2019-06-13,160.550003,161.320007,159.800003,160.330002,160.330002,17571400
2019-06-14,158.369995,158.710007,157.229996,158.100006,158.100006,14981600
2019-06-17,157.529999,160.550003,157.419998,159.910004,159.910004,16079800
2019-06-18,162.889999,169.110001,161.949997,165.509995,165.509995,35754800
2019-06-19,167.770004,167.899994,163.419998,165.460007,165.460007,20798100
2019-06-20,170.190002,170.479996,166.274994,168.250000,168.250000,24004700
2019-06-21,167.479996,169.470993,166.770004,167.550003,167.550003,17415800
2019-06-24,168.399994,168.880005,165.779999,168.100006,168.100006,18422600
2019-06-25,167.039993,167.339996,164.619995,165.800003,165.800003,20439200
2019-06-26,168.279999,171.240005,168.149994,168.990005,168.990005,22416400
2019-06-27,170.619995,171.979996,169.380005,170.899994,170.899994,18349400
2019-06-28,170.199997,170.889999,167.960007,169.449997,169.449997,19974300
2019-07-01,175.865005,177.949997,174.360001,175.050003,175.050003,25911000
2019-07-02,175.130005,175.550003,174.250000,175.449997,175.449997,14155200
2019-07-03,175.690002,175.850006,173.850006,174.669998,174.669998,8532600
2019-07-05,173.750000,173.820007,172.820007,173.300003,173.300003,12618600
2019-07-08,170.089996,170.279999,168.350006,168.449997,168.449997,16531000
2019-07-09,167.085007,168.979996,166.500000,168.800003,168.800003,15782800
2019-07-10,171.240005,171.369995,166.860001,166.929993,166.929993,16675600
2019-07-11,167.559998,168.423996,165.000000,166.550003,166.550003,14796400
2019-07-12,168.000000,170.199997,167.649994,169.070007,169.070007,18103600
2019-07-15,171.500000,173.750000,170.419998,173.500000,173.500000,22199000
2019-07-16,174.199997,175.520004,173.460007,174.190002,174.190002,19039700
2019-07-17,172.750000,176.220001,172.490005,174.820007,174.820007,15031600
2019-07-18,173.410004,174.399994,172.059998,172.800003,172.800003,15613200
2019-07-19,174.869995,175.149994,172.990005,172.990005,172.990005,13647200
2019-07-22,173.500000,174.279999,171.436996,174.000000,174.000000,18490900
2019-07-23,175.389999,178.639999,174.845001,178.089996,178.089996,20881500
2019-07-24,178.000000,178.960007,176.938004,178.669998,178.669998,14933100
2019-07-25,178.490005,179.149994,175.369003,177.289993,177.289993,14049000
2019-07-26,178.250000,179.399994,176.880005,178.740005,178.740005,15281000
2019-07-29,178.429993,179.880005,175.350006,177.020004,177.020004,15130300
