Date,Open,High,Low,Close,Adj Close,Volume
2019-05-20,22.070000,22.160000,21.860001,22.030001,20.360687,4329000
2019-05-21,22.000000,22.540001,21.660000,22.350000,20.656441,4598100
2019-05-22,22.030001,22.139999,21.590000,21.680000,20.037209,5527600
2019-05-23,21.629999,21.950001,21.090000,21.260000,19.649035,5467300
2019-05-24,21.290001,21.580000,21.170000,21.459999,19.833878,4340300
2019-05-28,21.520000,21.830000,21.309999,21.370001,19.750700,7769300
2019-05-29,21.059999,21.139999,20.580000,20.830000,19.251617,7416500
2019-05-30,20.900000,21.020000,20.500000,20.600000,19.039047,10954100
2019-05-31,17.450001,18.730000,17.120001,18.680000,17.264534,32201200
2019-06-03,18.690001,19.100000,18.510000,18.790001,17.366199,12971800
2019-06-04,19.059999,19.389999,18.719999,18.930000,17.495590,9606400
2019-06-05,19.160000,19.320000,18.309999,18.440001,17.042721,6323500
2019-06-06,18.340000,18.389999,17.709999,17.980000,16.617575,9091600
2019-06-07,18.000000,18.360001,17.580000,18.209999,16.830145,8798700
2019-06-10,18.360001,18.610001,18.059999,18.139999,16.765451,5128300
2019-06-11,18.180000,18.610001,18.160000,18.290001,16.904087,5095200
2019-06-12,18.280001,18.389999,17.750000,17.830000,16.478939,4557900
2019-06-13,17.980000,18.260000,17.820000,18.160000,16.783936,5714200
2019-06-14,18.160000,18.270000,17.700001,18.180000,16.802420,6148400
2019-06-17,18.160000,18.340000,18.030001,18.330000,16.941053,5720000
2019-06-18,18.330000,18.770000,17.930000,18.010000,16.645302,7688200
2019-06-19,18.059999,18.200001,17.770000,18.030001,16.663786,4556600
2019-06-20,18.200001,18.250000,17.820000,18.100000,16.728481,4266400
2019-06-21,18.110001,18.430000,17.780001,18.219999,16.839390,6795400
2019-06-24,18.110001,18.120001,17.580000,17.680000,16.340307,5036000
2019-06-25,17.700001,17.860001,17.450001,17.490000,16.164703,5477600
2019-06-26,17.570000,17.959999,17.450001,17.639999,16.303339,4713400
2019-06-27,17.770000,17.840000,17.570000,17.719999,16.377275,6966300
2019-06-28,17.780001,18.010000,17.740000,17.969999,16.608334,7282100
2019-07-01,18.240000,18.410000,17.610001,17.959999,16.599091,5965400
2019-07-02,17.959999,18.040001,17.660000,17.670000,16.331066,5605600
2019-07-03,17.790001,18.170000,17.770000,18.120001,16.746967,3518400
2019-07-05,18.110001,18.510000,18.010000,18.299999,16.913328,4534200
2019-07-08,18.330000,18.650000,18.139999,18.480000,17.079687,4738600
2019-07-09,18.180000,18.350000,17.889999,17.980000,16.838535,5571300
2019-07-10,18.080000,18.139999,17.730000,17.860001,16.726154,5109200
2019-07-11,17.969999,18.180000,17.830000,18.170000,17.016474,4494900
2019-07-12,18.219999,18.850000,18.219999,18.660000,17.475367,4894100
2019-07-15,18.750000,19.180000,18.670000,18.910000,17.709492,4574200
2019-07-16,18.900000,19.299999,18.799999,19.230000,18.009178,4315100
2019-07-17,19.080000,19.120001,18.580000,18.740000,17.550285,5441000
2019-07-18,18.709999,18.750000,18.490000,18.540001,17.362984,5916400
2019-07-19,18.760000,19.070000,18.600000,18.780001,17.587748,5833100
2019-07-22,18.809999,19.110001,18.490000,18.719999,17.531557,4428300
2019-07-23,18.860001,18.990000,18.430000,18.709999,17.522190,7214800
2019-07-24,18.750000,19.350000,18.709999,19.320000,18.093466,5488800
2019-07-25,19.330000,19.570000,19.080000,19.260000,18.037275,5237700
2019-07-26,19.330000,19.610001,18.990000,19.540001,18.299500,4700600
2019-07-29,19.570000,19.680000,19.250000,19.520000,18.280769,4376700
2019-07-30,19.459999,19.459999,19.100000,19.400000,18.168386,4200500
2019-07-31,19.389999,19.629999,19.200001,19.500000,18.262037,9303000
2019-08-01,19.440001,19.469999,17.690001,17.959999,16.819805,10351400
2019-08-02,17.950001,18.299999,17.830000,18.040001,16.894728,5371100
2019-08-05,17.680000,17.870001,17.299999,17.830000,16.698057,6152800
2019-08-06,17.879999,17.950001,17.430000,17.830000,16.698057,4847500
2019-08-07,17.639999,17.940001,17.469999,17.850000,16.716789,5606900
2019-08-08,18.020000,18.320000,17.639999,18.200001,17.044569,6545500
2019-08-09,18.090000,18.110001,17.629999,17.809999,16.679329,4747400
2019-08-12,17.690001,17.889999,17.150000,17.459999,16.351547,5512800
2019-08-13,17.480000,18.959999,17.180000,17.950001,16.810440,9861300
2019-08-14,17.280001,17.309999,16.520000,16.530001,15.480589,10025400
2019-08-15,16.610001,16.639999,15.220000,15.360000,14.384866,13635000
2019-08-16,15.500000,16.170000,15.270000,15.970000,14.956141,7907700
2019-08-19,16.299999,16.770000,16.190001,16.670000,15.611702,8868100
2019-08-20,16.520000,16.580000,16.070000,16.309999,15.274555,8688300
2019-08-21,16.580000,17.240000,16.459999,16.959999,15.883289,11509200
2019-08-22,17.150000,17.990000,17.110001,17.750000,16.623137,16992800
