Date,Open,High,Low,Close,Adj Close,Volume
2019-05-20,18.410000,18.980000,18.000000,18.340000,18.340000,14669000
2019-05-21,18.600000,19.750000,18.600000,19.299999,19.299999,13851800
2019-05-22,19.160000,19.250000,18.629999,18.700001,18.700001,5931100
2019-05-23,18.120001,19.250000,17.900000,18.809999,18.809999,8560400
2019-05-24,19.170000,19.400000,18.660000,18.700001,18.700001,5965700
2019-05-28,18.920000,19.360001,18.790001,19.070000,19.070000,6763900
2019-05-29,18.820000,18.985001,18.415001,18.900000,18.900000,7924600
2019-05-30,18.940001,19.295000,18.855000,19.120001,19.120001,5792700
2019-05-31,18.650000,18.980000,17.959999,18.230000,18.230000,11350500
2019-06-03,18.250000,18.430000,17.860001,18.000000,18.000000,9403600
2019-06-04,18.150000,18.260000,17.290001,18.209999,18.209999,14851500
2019-06-05,18.299999,18.350000,17.180000,17.660000,17.660000,11557000
2019-06-06,17.549999,18.000000,17.400000,17.910000,17.910000,7805000
2019-06-07,17.850000,18.030001,17.450001,17.879999,17.879999,12074200
2019-06-10,18.230000,18.530001,18.100000,18.190001,18.190001,9895000
2019-06-11,18.600000,18.860001,18.100000,18.309999,18.309999,9613100
2019-06-12,18.129999,18.230000,17.895000,18.219999,18.219999,4134300
2019-06-13,18.350000,18.540001,18.129999,18.330000,18.330000,4580000
2019-06-14,18.080000,18.169001,17.639999,17.889999,17.889999,5843400
2019-06-17,18.040001,18.200001,17.799999,18.040001,18.040001,3934800
2019-06-18,18.340000,18.889999,18.209999,18.480000,18.480000,9637800
2019-06-19,18.629999,18.680000,17.870001,18.160000,18.160000,7545000
2019-06-20,18.559999,18.600000,18.040001,18.260000,18.260000,6470300
2019-06-21,18.209999,18.535000,18.000000,18.150000,18.150000,7721700
2019-06-24,18.200001,18.549999,18.200001,18.400000,18.400000,7696900
2019-06-25,18.299999,18.320000,17.660000,18.010000,18.010000,8176400
2019-06-26,18.250000,18.514999,18.059999,18.180000,18.180000,5951300
2019-06-27,18.299999,20.400000,18.250000,20.030001,20.030001,23209900
2019-06-28,20.200001,21.120001,20.200001,20.650000,20.650000,16847100
2019-07-01,21.600000,21.990000,20.370001,20.730000,20.730000,13883300
2019-07-02,20.590000,21.235001,20.500000,21.190001,21.190001,8424900
2019-07-03,20.990000,21.049999,20.271000,20.750000,20.750000,6318500
2019-07-05,20.530001,20.530001,19.879999,20.209999,20.209999,5606700
2019-07-08,19.809999,19.920000,19.250000,19.610001,19.610001,7058400
2019-07-09,19.270000,20.070000,19.250000,19.990000,19.990000,5432400
2019-07-10,20.139999,20.360001,19.719999,19.910000,19.910000,4860300
2019-07-11,19.959999,20.299999,19.520000,19.570000,19.570000,3725200
2019-07-12,19.639999,20.000000,19.580000,19.650000,19.650000,4759200
2019-07-15,19.850000,19.990000,19.459999,19.490000,19.490000,9256000
2019-07-16,19.530001,19.580000,18.799999,18.809999,18.809999,7951400
2019-07-17,18.809999,18.860001,18.549999,18.670000,18.670000,4371600
2019-07-18,18.500000,18.537001,18.000000,18.290001,18.290001,7203600
2019-07-19,18.379999,18.889999,18.309999,18.700001,18.700001,5247100
2019-07-22,18.730000,18.730000,18.270000,18.530001,18.530001,5389400
2019-07-23,18.709999,19.215000,18.604000,18.969999,18.969999,8362500
2019-07-24,18.969999,19.200001,18.895000,19.110001,19.110001,3111200
2019-07-25,19.219999,19.500000,18.850000,19.040001,19.040001,4426700
2019-07-26,19.150000,19.250000,18.969999,19.010000,19.010000,2623000
2019-07-29,18.940001,19.070000,18.690001,19.030001,19.030001,3289700
2019-07-30,18.760000,18.980000,18.520000,18.930000,18.930000,3539400
2019-07-31,18.889999,18.889999,18.226000,18.590000,18.590000,4713900
2019-08-01,18.570000,18.709999,17.360001,17.860001,17.860001,9653600
2019-08-02,17.379999,17.940001,17.100000,17.465000,17.465000,5460800
2019-08-05,16.990000,17.000000,16.510000,16.730000,16.730000,9979800
2019-08-06,17.219999,17.370001,16.969999,17.170000,17.170000,4588600
2019-08-07,16.980000,17.209999,16.570000,16.860001,16.860001,5322000
2019-08-08,17.180000,17.575001,17.110001,17.490000,17.490000,4517600
2019-08-09,17.250000,17.590000,17.030001,17.209999,17.209999,4201100
2019-08-12,17.020000,17.120001,16.620001,17.070000,17.070000,6523700
2019-08-13,16.950001,17.740000,16.850000,17.450001,17.450001,6002200
2019-08-14,17.080000,17.100000,16.629999,16.930000,16.930000,4620400
2019-08-15,17.110001,17.490000,16.850000,16.969999,16.969999,5039000
2019-08-16,17.020000,17.309999,16.735001,17.080000,17.080000,6873700
2019-08-19,17.840000,18.850000,17.770000,18.080000,18.080000,17087400
2019-08-20,16.430000,18.280001,16.410000,17.879999,17.879999,16686700
2019-08-21,18.059999,19.160000,17.870001,18.690001,18.690001,11090300
2019-08-22,18.799999,18.879999,18.129999,18.180000,18.180000,5172500
2019-08-23,17.830000,18.450001,17.440001,17.650000,17.650000,5808400
2019-08-26,17.809999,18.275000,17.754999,18.170000,18.170000,4563300
2019-08-27,18.240000,18.275000,17.240000,17.260000,17.260000,5714600
2019-08-28,17.309999,17.355000,16.969999,17.290001,17.290001,4583900
2019-08-29,17.590000,18.340000,17.520000,17.910000,17.910000,5655000
2019-08-30,18.000000,18.629999,17.990000,18.290001,18.290001,4130700
2019-09-03,18.180000,18.180000,17.150000,17.240000,17.240000,6272000
2019-09-04,17.629999,17.670000,17.120001,17.139999,17.139999,3261400
2019-09-05,17.360001,17.900000,17.309999,17.820000,17.820000,4743900
2019-09-06,17.950001,18.350000,17.889999,18.059999,18.059999,4615500
2019-09-09,18.139999,18.629999,18.070000,18.330000,18.330000,4763200
2019-09-10,18.020000,18.100000,17.709999,18.049999,18.049999,5554900
2019-09-11,18.290001,20.320000,18.200001,19.320000,19.320000,18919500
2019-09-12,19.969999,20.230000,19.330000,19.709999,19.709999,9054300
2019-09-13,19.799999,20.180000,19.660000,19.750000,19.750000,4498200
