Date,Open,High,Low,Close,Adj Close,Volume
2019-05-20,25.879999,26.240000,25.639999,26.139999,24.806326,2920200
2019-05-21,26.110001,26.330000,25.459999,25.879999,24.559593,2414800
2019-05-22,25.520000,25.780001,24.110001,24.320000,23.079185,2581100
2019-05-23,24.299999,24.760000,24.020000,24.330000,23.088675,2418300
2019-05-24,24.360001,24.780001,24.240000,24.610001,23.354389,2233500
2019-05-28,24.820000,25.740000,24.719999,25.010000,23.733982,6096900
2019-05-29,19.660000,20.200001,18.270000,18.389999,17.451735,18134300
2019-05-30,17.959999,18.000000,16.920000,17.500000,16.607143,9935000
2019-05-31,17.100000,17.420000,16.959999,17.299999,16.417347,5251300
2019-06-03,17.299999,17.639999,16.760000,17.010000,16.142145,4679100
2019-06-04,17.150000,17.370001,16.889999,17.139999,16.265511,4198500
2019-06-05,17.350000,17.480000,16.270000,16.400000,15.563267,4213200
2019-06-06,16.200001,16.280001,15.320000,15.760000,15.140560,3943200
2019-06-07,15.860000,15.860000,15.530000,15.630000,15.015670,3102700
2019-06-10,15.610000,16.100000,15.220000,15.420000,14.813924,3039100
2019-06-11,15.490000,15.950000,15.430000,15.510000,14.900387,3042400
2019-06-12,15.520000,15.780000,15.070000,15.230000,14.631392,2279000
2019-06-13,15.370000,15.620000,14.660000,15.350000,14.746675,5495000
2019-06-14,15.730000,15.970000,15.310000,15.490000,14.881172,4210900
2019-06-17,15.510000,16.469999,15.480000,16.040001,15.409556,3966200
2019-06-18,16.139999,16.600000,15.710000,15.750000,15.130953,3358200
2019-06-19,15.790000,16.110001,15.460000,16.020000,15.390341,3348200
2019-06-20,16.100000,16.490000,16.030001,16.290001,15.649730,3229400
2019-06-21,16.230000,16.420000,15.960000,16.200001,15.563267,2786500
2019-06-24,16.200001,16.430000,16.000000,16.120001,15.486412,2828800
2019-06-25,16.190001,16.219999,15.250000,15.360000,14.756282,3591300
2019-06-26,15.470000,15.980000,15.390000,15.820000,15.198202,3024400
2019-06-27,15.950000,15.950000,15.610000,15.850000,15.227023,1715300
